userHours,eocHourly,locTotalNoContract,locTotal,increaseOverCurrent,numCOLAs,numSteps
54,22,108326.54,122615.12,14288.58,2,2
55,22,110990.31,125630.24,14639.93,2,2
56,22,113654.08,128645.37,14991.29,2,2
57,22,116317.84,131660.5,15342.65,2,2
58,23,118981.61,136131.2,17149.58,2,3
59,23,121645.38,139178.91,17533.53,2,3
60,23,124309.15,142226.62,17917.48,2,3
61,23,126972.91,145274.34,18301.42,2,3
62,23,129636.68,148322.05,18685.37,2,3
63,23,132300.45,151369.76,19069.31,2,3
64,23,134964.22,154417.48,19453.26,2,3
65,23,137627.98,157465.19,19837.21,2,3
66,23,140291.75,160512.9,20221.15,2,3
67,23,142955.52,163560.62,20605.1,2,3
68,23,145619.29,166608.33,20989.04,2,3
69,23,148283.05,169656.04,21372.99,2,3
70,23,150946.82,172703.76,21756.94,2,3
71,23,153610.59,175751.47,22140.88,2,3
72,23,156274.36,178799.18,22524.83,2,3
73,23,158938.12,181846.9,22908.77,2,3
74,23,161601.89,184894.61,23292.72,2,3
75,23,164265.66,187942.32,23676.67,2,3
76,23,166929.43,190990.04,24060.61,2,3
77,24,169593.19,198602.17,29008.98,2,4
78,24,172256.96,201721.58,29464.62,2,4
79,24,174920.73,204840.98,29920.26,2,4
80,24,177584.5,207960.39,30375.9,2,4
81,24,180248.26,211079.8,30831.53,2,4
82,24,182912.03,214199.2,31287.17,2,4
83,24,185575.8,217318.61,31742.81,2,4
84,24,188239.56,220438.01,32198.45,2,4
85,24,190903.33,223557.42,32654.09,2,4
86,24,193567.1,226676.83,33109.73,2,4
87,24,196230.87,229796.23,33565.36,2,4
88,24,198894.63,232915.64,34021,2,4
89,24,201558.4,236035.04,34476.64,2,4
90,24,204222.17,239154.45,34932.28,2,4
91,24,206885.94,242273.85,35387.92,2,4
92,24,209549.7,245393.26,35843.56,2,4
93,24,212213.47,248512.67,36299.19,2,4
94,24,214877.24,251632.07,36754.83,2,4
95,24,217541.01,254751.48,37210.47,2,4
96,24,220204.77,257870.88,37666.11,2,4
97,24,222868.54,260990.29,38121.75,2,4
98,24,225532.31,264109.7,38577.39,2,4
99,24,228196.08,267229.1,39033.03,2,4
100,24,230859.84,270348.51,39488.66,2,4
101,24,233523.61,273467.91,39944.3,2,4
102,24,236187.38,276587.32,40399.94,2,4
103,24,238851.15,283213.14,44361.99,2,4
104,24,241514.91,286371.65,44856.74,2,4
105,24,244178.68,289530.16,45351.48,2,4
106,24,246842.45,292688.67,45846.22,2,4
107,24,249506.22,295847.18,46340.97,2,4
108,24,252169.98,299005.69,46835.71,2,4
109,24,254833.75,302164.2,47330.45,2,4
110,24,257497.52,305322.72,47825.2,2,4
111,24,260161.29,308481.23,48319.94,2,4
112,24,262825.05,311639.74,48814.68,2,4
113,24,265488.82,314798.25,49309.43,2,4
114,24,268152.59,317956.76,49804.17,2,4
115,24,270816.35,321115.27,50298.91,2,4
116,24,273480.12,324273.78,50793.66,2,4
117,24,276143.89,327432.29,51288.4,2,4
118,24,278807.66,330590.8,51783.15,2,4
119,24,281471.42,333749.31,52277.89,2,4
120,24,284135.19,336907.82,52772.63,2,4
121,24,286798.96,340066.33,53267.38,2,4
122,24,289462.73,343224.85,53762.12,2,4
123,24,292126.49,346383.36,54256.86,2,4
124,24,294790.26,349541.87,54751.61,2,4
125,24,297454.03,352700.38,55246.35,2,4
126,24,300117.8,355858.89,55741.09,2,4
127,24,302781.56,359017.4,56235.84,2,4
128,24,305445.33,362175.91,56730.58,2,4
129,24,308109.1,365334.42,57225.32,2,4
130,24,310772.87,368492.93,57720.07,2,4
131,24,313436.63,371651.44,58214.81,2,4
132,24,316100.4,374809.95,58709.55,2,4
133,24,318764.17,377968.47,59204.3,2,4
134,24,321427.94,381126.98,59699.04,2,4
135,24,324091.7,384285.49,60193.78,2,4
136,24,326755.47,387444,60688.53,2,4
137,24,329419.24,390602.51,61183.27,2,4
138,24,332083.01,393761.02,61678.01,2,4
139,24,334746.77,396919.53,62172.76,2,4
140,24,337410.54,400078.04,62667.5,2,4
